CHORD_ROOT;CHORD_TYPE;CHORD_STRUCTURE;FINGER_POSITIONS;NOTE_NAMES
Eb;7;"1;3;5;b7";x,1,3,1,4,x;Eb,Bb,Db,G
Eb;dim7;"1;b3;b5;bb7";2,4,1,3,x,x;Bbb,Eb,Gb,Dbb
Eb;dim7;"1;b3;b5;bb7";x,2,3,1,4,x;Gb,Dbb,Eb,Bbb
Eb;dim7;"1;b3;b5;bb7";x,x,1,3,2,4;Dbb,Gb,Bbb,Eb
Eb;dim7;"1;b3;b5;bb7";x,2,3,1,4,x;Eb,Bbb,Dbb,Gb
Eb;dim7;"1;b3;b5;bb7";2,x,1,3,1,x;Eb,Dbb,Gb,Bbb
Eb;dim7;"1;b3;b5;bb7";x,x,1,3,2,4;Eb,Bbb,Dbb,Gb
Eb;dim7;"1;b3;b5;bb7";x,2,3,1,4,1;Eb,Bbb,Dbb,Gb,Bbb
Eb;dim7;"1;b3;b5;bb7";x,x,1,3,2,4;Gb,Dbb,Eb,Bbb
Eb;aug;"1;3;#5";x,3,2,0,0,x;B,Eb,G,B
Eb;aug;"1;3;#5";4,3,2,0,x,x;G,B,Eb,G
Eb;aug;"1;3;#5";x,x,4,2,3,1;Eb,G,B,Eb
Eb;maj;"1;3;5";x,4,3,1,2,1;Eb,G,Bb,Eb,G
Eb;maj;"1;3;5";x,1,3,3,3,x;Eb,Bb,Eb,G
Eb;maj;"1;3;5";1,3,4,2,1,1;Eb,Bb,Eb,G,Bb,Eb
Eb;maj;"1;3;5";x,1,x,0,4,x;Eb,G,G
Eb;maj;"1;3;5";x,x,x,3,4,1;Eb,G,Bb
Eb;maj;"1;3;5";x,3,1,1,1,x;G,Bb,Eb,G
Eb;maj;"1;3;5";1,x,3,3,3,x;Bb,Bb,Eb,G
Eb;maj;"1;3;5";x,1,1,3,4,x;Bb,Eb,Bb,Eb
Eb;maj;"1;3;5";x,x,3,1,2,x;G,Bb,Eb
Eb;maj;"1;3;5";x,x,1,1,1,x;Bb,Eb,G
Eb;maj;"1;3;5";x,1,2,3,4,1;Eb,Bb,Eb,G,Bb
Eb;maj;"1;3;5";1,1,3,3,3,x;Bb,Eb,Bb,Eb,G
Eb;maj;"1;3;5";x,x,1,4,x,x;G,Eb
Eb;maj;"1;3;5";x,x,x,2,1,1;G,Bb,Eb
Eb;maj;"1;3;5";x,4,3,1,2,x;Eb,G,Bb,Eb
Eb;11;"1;3;5;b7;9;11";x,x,1,1,2,1;Eb,Ab,Db,F
Eb;11;"1;3;5;b7;9;11";x,1,1,1,1,1;Eb,Ab,Db,F,Bb
Eb;11;"1;3;5;b7;9;11";4,x,3,2,1,1;Eb,Db,F,Ab,Db
Eb;maj9;"1;3;5;7;9";x,x,1,0,4,2;Eb,G,D,F
Eb;maj9;"1;3;5;7;9";x,2,1,4,3,x;Eb,G,D,F
Eb;maj9;"1;3;5;7;9";x,x,4,1,2,1;Eb,F,Bb,D
Eb;maj9;"1;3;5;7;9";x,x,1,3,4,1;Eb,Bb,D,F
Eb;sus2;"1;2;5";x,1,3,4,1,1;Eb,Bb,Eb,F,Bb
Eb;sus2;"1;2;5";x,1,3,4,1,x;Eb,Bb,Eb,F
Eb;m11;"1;b3;5;b7;9;11";x,x,3,1,4,x;Bb,Db,Ab
Eb;m11;"1;b3;5;b7;9;11";x,2,x,3,4,1;Eb,Db,Gb,Ab
Eb;m;"1;b3;5";x,x,3,2,4,1;Gb,Bb,Eb,Gb
Eb;m;"1;b3;5";x,1,3,4,2,1;Eb,Bb,Eb,Gb,Bb
Eb;m;"1;b3;5";1,3,4,1,1,1;Eb,Bb,Eb,Gb,Bb,Eb
Eb;m;"1;b3;5";x,x,2,1,3,x;Gb,Bb,Eb
Eb;m;"1;b3;5";x,1,3,4,2,x;Eb,Bb,Eb,Gb
Eb;7b5;"1;3;b5;b7";x,x,1,2,3,4;Eb,Bbb,Db,G
Eb;7b5;"1;3;b5;b7";x,1,2,1,3,x;Eb,Bbb,Db,G
Eb;7b5;"1;3;b5;b7";x,x,2,4,1,3;Db,G,Bbb,Eb
Eb;m7;"1;b3;5;b7";x,3,1,4,1,x;Eb,Gb,Db,Eb
Eb;m7;"1;b3;5;b7";x,1,3,1,2,1;Eb,Bb,Db,Gb,Bb
Eb;m7;"1;b3;5;b7";1,3,1,1,4,1;Eb,Bb,Db,Gb,Db,Eb
Eb;m7;"1;b3;5;b7";x,2,1,3,4,x;Eb,Gb,Db,Gb
Eb;m7;"1;b3;5;b7";x,1,x,2,3,x;Eb,Db,Gb
Eb;m7;"1;b3;5;b7";x,2,1,3,x,x;Eb,Gb,Db
Eb;m7;"1;b3;5;b7";x,x,3,1,2,x;Bb,Db,Gb
Eb;m7;"1;b3;5;b7";2,x,3,3,3,x;Eb,Db,Gb,Bb
Eb;m7;"1;b3;5;b7";x,1,1,4,1,x;Db,Gb,Db,Eb
Eb;m7;"1;b3;5;b7";3,x,1,4,1,x;Bb,Gb,Db,Eb
Eb;m7;"1;b3;5;b7";x,1,3,1,2,x;Eb,Bb,Db,Gb
Eb;dim;"1;b3;b5";x,x,1,2,4,3;Eb,Bbb,Eb,Gb
Eb;dim;"1;b3;b5";x,1,2,3,4,x;Eb,Bbb,Eb,Gb
Eb;dim;"1;b3;b5";x,x,4,3,1,2;Eb,Gb,Bbb,Eb
Eb;dim;"1;b3;b5";x,x,3,1,4,x;Gb,Bbb,Eb
Eb;6;"1;3;5;6";x,4,2,3,1,x;Eb,G,C,Eb
Eb;6;"1;3;5;6";x,1,3,3,3,3;Eb,Bb,Eb,G,C
Eb;6;"1;3;5;6";1,x,3,2,4,1;Eb,Eb,G,C,Eb
Eb;6;"1;3;5;6";x,x,x,1,1,1;Eb,G,C
Eb;6;"1;3;5;6";x,x,3,2,4,1;Eb,G,C,Eb
Eb;6;"1;3;5;6";x,x,3,2,4,x;Eb,G,C
Eb;7(#5);"1;3;#5;b7";x,1,2,1,1,x;Db,G,B,Eb
Eb;7(#5);"1;3;#5;b7";x,1,4,1,3,2;Eb,B,Db,G,B
Eb;7(#5);"1;3;#5;b7";1,x,1,2,3,1;Eb,Db,G,B,Eb
Eb;7sus4;"1;4;5;b7";x,2,3,4,1,x;Eb,Ab,Db,Eb
Eb;7sus4;"1;4;5;b7";x,1,3,1,4,1;Eb,Bb,Db,Ab,Bb
Eb;7sus4;"1;4;5;b7";1,3,1,4,1,1;Eb,Bb,Db,Ab,Bb,Eb
Eb;7sus4;"1;4;5;b7";x,2,2,3,x,x;Eb,Ab,Db
Eb;maj7;"1;3;5;7";x,4,3,1,1,1;Eb,G,Bb,D,G
Eb;maj7;"1;3;5;7";x,1,3,2,4,1;Eb,Bb,D,G,Bb
Eb;maj7;"1;3;5;7";x,x,4,3,2,1;Eb,G,Bb,D
Eb;7(#11);"1;3;5;b7;#11";x,1,3,1,x,x;Eb,A,Db
Eb;m6;"1;b3;5;6";x,3,1,2,1,x;Eb,Gb,C,Eb
Eb;m6;"1;b3;5;6";x,1,x,3,2,4;Eb,Eb,Gb,C
Eb;m6;"1;b3;5;6";1,x,3,1,4,1;Eb,Eb,Gb,C,Eb
Eb;7(b9);"1;3;5;b7;b9";x,x,1,0,3,0;Eb,G,Db,Fb
Eb;7(b9);"1;3;5;b7;b9";x,2,1,3,1,x;Eb,G,Db,Fb
Eb;7(b9);"1;3;5;b7;b9";1,x,1,2,1,3;Eb,Db,G,Bb,Fb
Eb;7(b9);"1;3;5;b7;b9";x,x,1,3,2,4;Db,G,Bb,Fb
Eb;7(b9);"1;3;5;b7;b9";x,2,3,1,4,x;Db,G,Bb,Fb
Eb;m9;"1;b3;5;b7;9";x,2,1,3,4,x;Eb,Gb,Db,F
Eb;m9;"1;b3;5;b7;9";3,1,4,2,x,x;Eb,Gb,Db,F
Eb;m9;"1;b3;5;b7;9";1,3,1,1,1,4;Eb,Bb,Db,Gb,Bb,F
Eb;sus4;"1;4;5";x,3,4,1,2,x;Eb,Ab,Bb,Eb
Eb;sus4;"1;4;5";x,1,2,3,4,1;Eb,Bb,Eb,Ab,Bb
Eb;sus4;"1;4;5";1,1,3,4,1,1;Eb,Ab,Eb,Ab,Bb,Eb
Eb;6/9;"1;3;5;6;9";x,x,1,0,2,3;Eb,G,C,F
Eb;6/9;"1;3;5;6;9";x,2,1,1,3,4;Eb,G,C,F,Bb
Eb;6/9;"1;3;5;6;9";2,1,1,1,3,4;Eb,G,C,F,Bb,Eb
Eb;6/9;"1;3;5;6;9";x,x,1,3,1,1;Eb,Bb,C,F
Eb;6/9;"1;3;5;6;9";x,2,x,1,3,x;Eb,C,F
Gb;13;"1;3;5;b7;9;11;13";1,x,1,2,3,4;Gb,Fb,Bb,Eb,Ab
Gb;13;"1;3;5;b7;9;11;13";x,2,1,3,3,4;Gb,Bb,Fb,Ab,Eb
Gb;13;"1;3;5;b7;9;11;13";x,1,3,1,1,4;Gb,Db,Fb,Ab,Eb
Gb;13;"1;3;5;b7;9;11;13";1,x,2,3,4,x;Gb,Fb,Bb,Eb
Gb;13;"1;3;5;b7;9;11;13";x,x,1,3,3,4;Bb,Fb,Ab,Eb
Gb;7(#9);"1;3;5;b7;#9";2,1,3,3,3,3;Gb,Bb,Fb,A,Db,Gb
Gb;7(#9);"1;3;5;b7;#9";1,3,1,2,1,4;Gb,Db,Fb,Bb,Db,A
Gb;7(#9);"1;3;5;b7;#9";x,2,1,3,4,x;Gb,Bb,Fb,A
Gb;7(#9);"1;3;5;b7;#9";1,3,1,2,4,4;Gb,Db,Fb,Bb,Fb,A
Gb;9;"1;3;5;b7;9";x,x,2,1,3,4;Fb,Ab,Db,Gb
Gb;9;"1;3;5;b7;9";x,x,1,3,2,1;Gb,Db,Fb,Ab
Gb;9;"1;3;5;b7;9";x,2,1,3,4,x;Gb,Bb,Fb,Ab
Gb;9;"1;3;5;b7;9";2,x,1,3,4,x;Db,Bb,Fb,Ab
Gb;9;"1;3;5;b7;9";x,x,1,3,3,3;Bb,Fb,Ab,Db
Gb;9;"1;3;5;b7;9";x,2,1,3,3,3;Gb,Bb,Fb,Ab,Db
Gb;9b5;"1;3;b5;b7;9";2,1,3,1,1,4;Gb,Bb,Fb,Ab,Dbb,Gb
Gb;9b5;"1;3;b5;b7;9";x,x,1,2,3,1;Gb,Dbb,Fb,Ab
Gb;9b5;"1;3;b5;b7;9";1,2,1,3,4,1;Dbb,Gb,Bb,Fb,Ab,Dbb
Gb;maj13;"1;3;5;7;9;11;13";1,x,2,3,4,x;Gb,F,Bb,Eb
Gb;7;"1;3;5;b7";1,3,1,2,4,1;Gb,Db,Fb,Bb,Fb,Gb
Gb;7;"1;3;5;b7";x,3,2,4,1,x;Gb,Bb,Fb,Gb
Gb;7;"1;3;5;b7";x,1,3,1,4,1;Gb,Db,Fb,Bb,Db
Gb;7;"1;3;5;b7";x,x,x,2,1,3;Db,Fb,Bb
Gb;7;"1;3;5;b7";1,x,2,3,x,x;Gb,Fb,Bb
Gb;7;"1;3;5;b7";x,2,1,3,x,x;Gb,Bb,Fb
Gb;7;"1;3;5;b7";x,x,1,3,2,4;Gb,Db,Fb,Bb
Gb;7;"1;3;5;b7";x,3,x,2,1,x;Fb,Db,Fb
Gb;dim7;"1;b3;b5;bb7";2,4,1,3,x,x;Bbb,Fbb,Gb,Dbb
Gb;dim7;"1;b3;b5;bb7";x,2,3,1,4,x;Bbb,Fbb,Gb,Dbb
Gb;dim7;"1;b3;b5;bb7";x,x,1,3,2,4;Fbb,Bbb,Dbb,Gb
Gb;dim7;"1;b3;b5;bb7";2,x,1,3,1,x;Gb,Fbb,Bbb,Dbb
Gb;aug;"1;3;#5";x,3,2,1,1,x;D,Gb,Bb,D
Gb;aug;"1;3;#5";4,3,2,1,x,x;Bb,D,Gb,Bb
Gb;aug;"1;3;#5";x,x,4,2,3,1;D,Gb,Bb,D
Gb;maj;"1;3;5";1,3,4,2,1,1;Gb,Db,Gb,Bb,Db,Gb
Gb;maj;"1;3;5";x,4,3,1,2,1;Gb,Bb,Db,Gb,Bb
Gb;maj;"1;3;5";x,1,3,3,3,x;Gb,Db,Gb,Bb
Gb;maj;"1;3;5";3,1,1,x,x,x;Bb,Db,Gb
Gb;maj;"1;3;5";x,3,x,2,1,x;Db,Bb,Db
Gb;11;"1;3;5;b7;9;11";2,x,3,1,0,0;Gb,Fb,Ab,Cb,Fb
Gb;11;"1;3;5;b7;9;11";x,x,1,1,2,1;Gb,Cb,Fb,Ab
Gb;11;"1;3;5;b7;9;11";x,1,1,1,1,1;Gb,Cb,Fb,Ab,Db
Gb;maj9;"1;3;5;7;9";x,x,4,1,2,1;Gb,Ab,Db,F
Gb;maj9;"1;3;5;7;9";x,4,1,1,1,1;Gb,Ab,Db,F,Bb
Gb;maj9;"1;3;5;7;9";x,2,1,4,3,x;Gb,Bb,F,Ab
Gb;m;"1;b3;5";1,3,4,1,1,1;Gb,Db,Gb,Bbb,Db,Gb
Gb;m;"1;b3;5";x,x,1,3,4,2;Gb,Db,Gb,Bbb
Gb;m;"1;b3;5";x,1,3,4,2,1;Gb,Db,Gb,Bbb,Db
Gb;m;"1;b3;5";1,x,x,1,1,x;Gb,Bbb,Db
Gb;7b5;"1;3;b5;b7";1,3,2,4,x,x;Gb,Dbb,Fb,Bb
Gb;7b5;"1;3;b5;b7";x,x,1,2,3,4;Gb,Dbb,Fb,Bb
Gb;7b5;"1;3;b5;b7";x,1,2,1,3,x;Gb,Dbb,Fb,Bb
Gb;m7;"1;b3;5;b7";1,3,1,1,4,1;Gb,Db,Fb,Bbb,Fb,Gb
Gb;m7;"1;b3;5;b7";x,x,1,4,2,3;Gb,Db,Fb,Bbb
Gb;m7;"1;b3;5;b7";x,1,3,1,2,1;Gb,Db,Fb,Bbb,Db
Gb;m7;"1;b3;5;b7";2,x,3,3,3,x;Gb,Fb,Bbb,Db
Gb;m7;"1;b3;5;b7";x,1,x,2,4,3;Gb,Fb,Bbb,Db
Gb;m7;"1;b3;5;b7";1,x,x,x,2,0;Gb,Db,Fb
Gb;dim;"1;b3;b5";1,2,3,1,x,x;Gb,Dbb,Gb,Bbb
Gb;dim;"1;b3;b5";x,x,1,2,4,3;Gb,Dbb,Gb,Bbb
Gb;dim;"1;b3;b5";x,1,2,3,4,x;Gb,Dbb,Gb,Bbb
Gb;6;"1;3;5;6";1,x,3,2,4,1;Gb,Gb,Bb,Eb,Gb
Gb;6;"1;3;5;6";x,4,2,3,1,x;Gb,Bb,Eb,Gb
Gb;6;"1;3;5;6";x,1,3,3,3,3;Gb,Db,Gb,Bb,Eb
Gb;7(#5);"1;3;#5;b7";1,x,1,2,3,1;Gb,Fb,Bb,D,Gb
Gb;7(#5);"1;3;#5;b7";x,1,2,1,1,x;Fb,Bb,D,Gb
Gb;7(#5);"1;3;#5;b7";x,1,4,1,3,2;Gb,D,Fb,Bb,D
Gb;7sus4;"1;4;5;b7";1,3,1,4,1,1;Gb,Db,Fb,Cb,Db,Gb
Gb;7sus4;"1;4;5;b7";x,2,3,4,1,x;Gb,Cb,Fb,Gb
Gb;7sus4;"1;4;5;b7";x,1,3,1,4,1;Gb,Db,Fb,Cb,Db
Gb;maj7;"1;3;5;7";1,4,2,3,1,x;Gb,Db,F,Bb,Db
Gb;maj7;"1;3;5;7";x,4,3,1,1,1;Gb,Bb,Db,F,Bb
Gb;maj7;"1;3;5;7";x,1,3,2,4,1;Gb,Db,F,Bb,Db
Gb;maj7;"1;3;5;7";2,4,1,x,x,x;Bb,F,Gb
Gb;maj7;"1;3;5;7";1,x,3,4,2,x;Gb,F,Bb,Db
Gb;5;"1;5";1,3,4,x,x,x;Gb,Db,Gb
Gb;7(#11);"1;3;5;b7;#11";2,x,3,4,1,x;Gb,Fb,Bb,C
Gb;m6;"1;b3;5;6";1,x,3,1,4,1;Gb,Gb,Bbb,Eb,Gb
Gb;m6;"1;b3;5;6";x,3,1,2,1,x;Gb,Bbb,Eb,Gb
Gb;m6;"1;b3;5;6";x,1,x,3,2,4;Gb,Gb,Bbb,Eb
Gb;7(b9);"1;3;5;b7;b9";1,x,1,2,1,3;Gb,Fb,Bb,Db,Abb
Gb;7(b9);"1;3;5;b7;b9";x,x,2,1,3,1;Gb,Bb,Fb,Abb
Gb;7(b9);"1;3;5;b7;b9";x,2,1,3,1,x;Gb,Bb,Fb,Abb
Gb;m9;"1;b3;5;b7;9";1,3,1,1,1,4;Gb,Db,Fb,Bbb,Db,Ab
Gb;m9;"1;b3;5;b7;9";x,x,2,1,4,3;Gb,Bbb,Fb,Ab
Gb;m9;"1;b3;5;b7;9";x,2,1,3,4,x;Gb,Bbb,Fb,Ab
Gb;sus4;"1;4;5";1,1,3,4,1,1;Gb,Cb,Gb,Cb,Db,Gb
Gb;sus4;"1;4;5";x,3,4,1,2,x;Gb,Cb,Db,Gb
Gb;sus4;"1;4;5";x,1,2,3,4,1;Gb,Db,Gb,Cb,Db
Gb;6/9;"1;3;5;6;9";2,1,1,1,3,4;Gb,Bb,Eb,Ab,Db,Gb
Gb;6/9;"1;3;5;6;9";x,x,2,1,3,4;Gb,Bb,Eb,Ab
Gb;6/9;"1;3;5;6;9";x,2,1,1,3,4;Gb,Bb,Eb,Ab,Db
A;13;"1;3;5;b7;9;11;13";x,0,4,3,1,1;A,G,B,C#,F#
A;13;"1;3;5;b7;9;11;13";1,x,1,2,3,4;A,G,C#,F#,B
A;13;"1;3;5;b7;9;11;13";x,0,1,2,3,4;A,C#,G,B,F#
A;13;"1;3;5;b7;9;11;13";x,0,1,2,3,1;A,G,C#,F#,A
A;13;"1;3;5;b7;9;11;13";1,3,1,2,4,1;A,E,G,C#,F#,A
A;13;"1;3;5;b7;9;11;13";1,x,2,3,4,x;A,G,C#,F#
A;13;"1;3;5;b7;9;11;13";1,x,3,2,4,x;A,A,C#,F#
A;13;"1;3;5;b7;9;11;13";x,1,3,4,2,x;G,C#,F#,A
A;13;"1;3;5;b7;9;11;13";x,2,1,3,3,4;A,C#,G,B,F#
A;13;"1;3;5;b7;9;11;13";x,x,2,1,3,3;E,G,C#,F#
A;13;"1;3;5;b7;9;11;13";x,x,1,2,3,1;G,C#,F#,A
A;13;"1;3;5;b7;9;11;13";x,x,1,2,3,3;G,C#,F#,B
A;7(#9);"1;3;5;b7;#9";x,0,1,4,1,2;A,E,B#,C#,G
A;7(#9);"1;3;5;b7;#9";x,0,1,2,1,4;A,G,C#,E,B#
A;7(#9);"1;3;5;b7;#9";x,2,1,3,4,0;A,C#,G,B#,E
A;7(#9);"1;3;5;b7;#9";x,0,2,1,4,4;A,A,C#,G,B#
A;7(#9);"1;3;5;b7;#9";x,2,3,1,4,4;E,A,C#,G,B#
A;7(#9);"1;3;5;b7;#9";x,2,1,3,4,x;A,C#,G,B#
A;7(#9);"1;3;5;b7;#9";x,x,2,1,3,4;A,C#,G,B#
A;7(#9);"1;3;5;b7;#9";1,3,1,2,4,4;A,E,G,C#,G,B#
A;7(#9);"1;3;5;b7;#9";x,x,1,2,1,4;G,C#,E,B#
A;7(#9);"1;3;5;b7;#9";2,1,3,3,x,x;A,C#,G,B#
A;9;"1;3;5;b7;9";x,0,1,3,1,2;A,E,B,C#,G
A;9;"1;3;5;b7;9";x,0,2,1,3,4;A,G,B,E,A
A;9;"1;3;5;b7;9";x,0,1,2,1,3;A,G,C#,E,B
A;9b5;"1;3;b5;b7;9";x,0,1,0,0,x;A,Eb,G,B
A;9b5;"1;3;b5;b7;9";2,1,3,1,1,4;A,C#,G,B,Eb,A
A;9b5;"1;3;b5;b7;9";x,0,1,2,3,1;A,A,Eb,G,B
A;maj13;"1;3;5;7;9;11;13";1,x,2,3,4,x;A,G#,C#,F#
A;maj13;"1;3;5;7;9;11;13";x,0,4,1,3,0;A,F#,G#,C#,E
A;7;"1;3;5;b7";x,0,1,0,3,0;A,E,G,C#,E
A;7;"1;3;5;b7";1,3,1,2,4,1;A,E,G,C#,G,A
A;7;"1;3;5;b7";x,3,2,4,1,0;A,C#,G,A,E
A;7;"1;3;5;b7";1,3,1,2,1,1;A,E,G,C#,E,A
A;7;"1;3;5;b7";x,0,1,2,3,4;A,E,A,C#,G
A;7;"1;3;5;b7";x,0,2,0,3,4;A,E,G,C#,G
A;7;"1;3;5;b7";2,1,4,0,x,x;A,C#,G,G
A;7;"1;3;5;b7";x,3,2,0,1,0;A,C#,G,A,E
A;7;"1;3;5;b7";x,0,2,0,x,x;A,E,G
A;7;"1;3;5;b7";x,x,x,2,1,3;E,G,C#
A;7;"1;3;5;b7";x,0,1,3,2,0;A,G,C#,E,E
A;7;"1;3;5;b7";x,2,1,3,x,x;A,C#,G
A;7;"1;3;5;b7";x,0,x,x,1,3;A,C#,G
A;7;"1;3;5;b7";1,x,2,3,x,x;A,G,C#
A;7;"1;3;5;b7";x,0,x,0,2,x;A,G,C#
A;7;"1;3;5;b7";x,0,3,0,2,1;A,C#,G,A,C#
A;7;"1;3;5;b7";x,2,x,1,3,0;G,E,A,E
A;dim7;"1;b3;b5;bb7";2,4,1,3,x,x;A,Eb,Gb,C
A;dim7;"1;b3;b5;bb7";x,2,3,1,4,x;Gb,C,Eb,A
A;dim7;"1;b3;b5;bb7";x,x,1,3,2,4;C,Gb,A,Eb
A;dim7;"1;b3;b5;bb7";x,x,1,3,2,4;Eb,A,C,Gb
A;dim7;"1;b3;b5;bb7";x,0,1,3,2,4;A,Gb,C,Eb,A
A;dim7;"1;b3;b5;bb7";x,x,1,3,2,4;A,Eb,Gb,C
A;dim7;"1;b3;b5;bb7";x,0,1,3,x,x;A,Gb,C
A;dim7;"1;b3;b5;bb7";x,x,1,3,2,4;Gb,C,Eb,A
A;dim7;"1;b3;b5;bb7";2,x,1,3,1,x;A,Gb,C,Eb
A;dim7;"1;b3;b5;bb7";x,x,x,2,1,3;Eb,Gb,C
A;dim7;"1;b3;b5;bb7";x,0,x,2,1,3;A,Eb,Gb,C
A;dim7;"1;b3;b5;bb7";x,0,x,x,3,1;A,Eb,Gb
A;dim7;"1;b3;b5;bb7";x,2,3,1,4,x;A,Eb,Gb,C
A;dim7;"1;b3;b5;bb7";2,x,1,3,x,x;A,Gb,C
A;dim7;"1;b3;b5;bb7";x,3,1,2,x,x;Gb,A,Eb
A;dim7;"1;b3;b5;bb7";x,3,1,2,x,x;A,C,Gb
A;dim7;"1;b3;b5;bb7";x,2,3,1,4,x;Eb,A,C,Gb
A;dim7;"1;b3;b5;bb7";2,x,1,3,x,x;Gb,Eb,A
A;aug;"1;3;#5";x,3,2,1,1,x;C#,E#,A,C#
A;aug;"1;3;#5";4,3,2,1,x,x;A,C#,E#,A
A;aug;"1;3;#5";x,x,4,2,3,1;C#,E#,A,C#
A;aug;"1;3;#5";x,0,4,2,3,1;A,E#,A,C#,E#
A;maj;"1;3;5";x,0,1,2,3,0;A,E,A,C#,E
A;maj;"1;3;5";1,3,4,2,1,1;A,E,A,C#,E,A
A;maj;"1;3;5";x,4,3,1,2,1;A,C#,E,A,C#
A;maj;"1;3;5";0,3,x,1,4,0;E,C#,A,E,E
A;maj;"1;3;5";x,1,4,x,x,2;C#,A,A
A;maj;"1;3;5";x,0,1,1,1,4;A,E,A,C#,A
A;maj;"1;3;5";x,0,3,2,1,0;A,A,C#,E,E
A;maj;"1;3;5";x,x,x,1,3,2;E,A,C#
A;maj;"1;3;5";x,0,1,1,1,x;A,E,A,C#
A;maj;"1;3;5";x,x,x,2,1,0;C#,E,E
A;maj;"1;3;5";x,0,3,2,1,1;A,A,C#,E,A
A;maj;"1;3;5";x,0,1,3,4,2;A,A,E,A,C#
A;maj;"1;3;5";x,3,1,1,1,x;C#,E,A,C#
A;maj;"1;3;5";2,1,x,x,x,x;A,C#
A;maj;"1;3;5";x,1,3,3,3,1;A,E,A,C#,E
A;maj;"1;3;5";x,x,3,1,2,x;C#,E,A
A;maj;"1;3;5";x,3,4,2,1,1;E,A,C#,E,A
A;maj;"1;3;5";x,x,3,2,1,x;A,C#,E
A;13(#11);"1;3;5;b7;9;#11;13";x,1,2,2,4,3;G,C#,F#,B,D#
A;11;"1;3;5;b7;9;11";x,0,0,0,0,0;A,D,G,B,E
A;11;"1;3;5;b7;9;11";x,0,3,2,1,1;A,G,B,D,G
A;11;"1;3;5;b7;9;11";x,0,1,1,2,1;A,A,D,G,B
A;maj9;"1;3;5;7;9";x,0,2,1,0,0;A,E,G#,B,E
A;maj9;"1;3;5;7;9";2,1,4,1,3,x;A,C#,G#,B,E
A;maj9;"1;3;5;7;9";x,2,1,4,3,0;A,C#,G#,B,E
A;maj9;"1;3;5;7;9";x,0,1,3,1,4;A,E,B,C#,G#
A;sus2;"1;2;5";x,0,2,3,0,0;A,E,A,B,E
A;sus2;"1;2;5";0,0,1,4,0,0;E,A,E,B,B,E
A;sus2;"1;2;5";x,0,1,3,4,1;A,A,E,A,B
A;sus2;"1;2;5";x,0,2,3,0,x;A,E,A,B
A;7(b13);"1;3;5;b7;b13";x,0,2,0,3,1;A,E,G,C#,F
A;m11;"1;b3;5;b7;9;11";2,x,3,4,1,x;A,G,C,D
A;m11;"1;b3;5;b7;9;11";x,0,0,3,0,1;A,D,C,B,G
A;m11;"1;b3;5;b7;9;11";1,3,0,0,0,0;A,E,D,G,B,E
A;m11;"1;b3;5;b7;9;11";x,0,2,3,1,x;A,G,C,D
A;m11;"1;b3;5;b7;9;11";x,0,3,2,1,4;A,G,B,D,A
A;m11;"1;b3;5;b7;9;11";2,x,3,4,1,0;A,G,C,D,E
A;m11;"1;b3;5;b7;9;11";x,0,4,2,1,1;A,A,C,D,G
A;m11;"1;b3;5;b7;9;11";x,0,3,4,0,1;A,G,C,B,G
A;m11;"1;b3;5;b7;9;11";x,0,4,2,1,0;A,A,C,D,E
A;add9;"1;3;5;9";x,0,2,1,0,0;A,A,C#,B,E
A;add9;"1;3;5;9";x,0,1,4,2,0;A,E,B,C#,E
A;add9;"1;3;5;9";1,3,4,2,0,0;A,E,A,C#,B,E
A;add9;"1;3;5;9";x,x,3,2,1,4;A,C#,E,B
A;add9;"1;3;5;9";0,3,4,2,0,0;E,E,A,C#,B,E
A;add9;"1;3;5;9";x,2,3,1,0,0;E,A,C#,B,E
A;m7b5;"1;b3;b5;b7";2,x,3,4,1,x;A,G,C,Eb
A;m;"1;b3;5";x,0,2,3,1,0;A,E,A,C,E
A;m;"1;b3;5";1,3,4,1,1,1;A,E,A,C,E,A
A;m;"1;b3;5";x,0,1,3,4,2;A,A,E,A,C
A;m;"1;b3;5";x,0,3,1,1,1;A,A,C,E,A
A;m;"1;b3;5";x,4,2,3,1,0;C,E,A,C,E
A;m;"1;b3;5";x,x,3,1,1,1;A,C,E,A
A;m;"1;b3;5";x,x,x,2,1,0;C,E,E
A;m;"1;b3;5";x,3,4,1,1,1;E,A,C,E,A
A;m;"1;b3;5";x,x,3,1,x,x;A,C
A;m;"1;b3;5";x,x,x,1,1,1;C,E,A
A;m;"1;b3;5";x,0,x,2,1,0;A,A,C,E
A;m;"1;b3;5";x,0,x,1,1,1;A,C,E,A
A;m;"1;b3;5";x,0,1,3,x,2;A,A,E,C
A;m;"1;b3;5";2,x,1,4,x,3;C,A,E,C
A;m;"1;b3;5";x,0,3,2,4,x;A,C,E,A
A;m;"1;b3;5";0,x,x,2,3,1;E,E,A,C
A;m;"1;b3;5";1,x,3,1,1,x;A,A,C,E
A;m;"1;b3;5";x,0,1,4,4,x;A,E,C,E
A;m;"1;b3;5";x,x,x,2,1,0;A,C,E
A;m;"1;b3;5";x,4,2,1,x,x;A,C,E
A;7b5;"1;3;b5;b7";x,0,1,0,2,x;A,Eb,G,C#
A;7b5;"1;3;b5;b7";x,0,2,4,1,3;A,G,C#,Eb,A
A;7b5;"1;3;b5;b7";x,0,1,2,3,4;A,A,Eb,G,C#
